Observer,Bird_Point,PointNum,Time,Site,Visit,Date,CloudCover,TempC,WindKm,Aou_Code,Distance,Detection,Flyover,Sex,
JSC,OAK160,160,541,OAKF,1,60814,2,7.6,0,SEWR,27,S,,,
JSC,OAK160,160,541,OAKF,1,60814,2,7.6,0,AMGO,12,V,,,
JSC,OAK160,160,541,OAKF,1,60814,2,7.6,0,CCSP,46,V,,,
JSC,OAK160,160,541,OAKF,1,60814,2,7.6,0,SOSP,12,V,,M,
JSC,OAK160,160,541,OAKF,1,60814,2,7.6,0,CCSP,51,S,,,
JSC,OAK160,160,822,OAKF,2,61814,50,20.3,7.2,RWBL,13,V,,M,
JSC,OAK160,160,822,OAKF,2,61814,50,20.3,7.2,SEWR,48,S,,,
JSC,OAK160,160,822,OAKF,2,61814,50,20.3,7.2,SEWR,24,S,,,
JSC,OAK160,160,822,OAKF,2,61814,50,20.3,7.2,COYE,34,S,,,
JSC,OAK160,160,822,OAKF,2,61814,50,20.3,7.2,SAVS,21,S,,,
JSC,OAK160,160,822,OAKF,2,61814,50,20.3,7.2,RWBL,26,S,,,
JSC,OAK160,160,822,OAKF,2,61814,50,20.3,7.2,COYE,20,S,,,
JSC,OAK160,160,822,OAKF,2,61814,50,20.3,7.2,SOSP,46,V,,,
JSC,OAK160,160,818,OAKF,3,70214,4,17.6,2.5,SEWR,23,S,,,
JSC,OAK160,160,818,OAKF,3,70214,4,17.6,2.5,SEWR,24,S,,,
JSC,OAK160,160,818,OAKF,3,70214,4,17.6,2.5,SEWR,28,S,,,
JSC,OAK160,160,818,OAKF,3,70214,4,17.6,2.5,CCSP,42,S,,,
JSC,OAK160,160,818,OAKF,3,70214,4,17.6,2.5,WEME,64,S,,,
JSC,OAK160,160,818,OAKF,3,70214,4,17.6,2.5,SAVS,38,S,,,
JSC,OAK160,160,818,OAKF,3,70214,4,17.6,2.5,CCSP,68,S,,,
JSC,OAK160,160,818,OAKF,3,70214,4,17.6,2.5,COYE,70,S,,,
JSC,OAK160,160,818,OAKF,3,70214,4,17.6,2.5,CCSP,71,S,,,
JSC,OAK164,164,635,OAKF,1,60814,3,11.5,0,LCSP,26,S,,,
JSC,OAK164,164,635,OAKF,1,60814,3,11.5,0,SEWR,38,S,,,
JSC,OAK164,164,635,OAKF,1,60814,3,11.5,0,BOBO,52,V,,M,
JSC,OAK164,164,635,OAKF,1,60814,3,11.5,0,BOBO,57,S,,,
JSC,OAK164,164,635,OAKF,1,60814,3,11.5,0,CCSP,63,S,,,
JSC,OAK164,164,635,OAKF,1,60814,3,11.5,0,SAVS,60,S,,,
JSC,OAK164,164,635,OAKF,1,60814,3,11.5,0,CCSP,16,V,,,
JSC,OAK164,164,635,OAKF,1,60814,3,11.5,0,CCSP,53,S,,,
JSC,OAK164,164,635,OAKF,1,60814,3,11.5,0,CCSP,38,S,,,
JSC,OAK164,164,808,OAKF,2,61814,30,20.4,9.1,SAVS,40,S,,,
JSC,OAK164,164,808,OAKF,2,61814,30,20.4,9.1,SAVS,36,S,,,
JSC,OAK164,164,808,OAKF,2,61814,30,20.4,9.1,SAVS,50,S,,,
JSC,OAK164,164,808,OAKF,2,61814,30,20.4,9.1,SAVS,27,V,,,
JSC,OAK164,164,808,OAKF,2,61814,30,20.4,9.1,LCSP,38,S,,,
JSC,OAK164,164,808,OAKF,2,61814,30,20.4,9.1,CCSP,57,S,,,
JSC,OAK164,164,808,OAKF,2,61814,30,20.4,9.1,SOSP,69,S,,,
JSC,OAK164,164,808,OAKF,2,61814,30,20.4,9.1,DOWO,23,V,,M,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,LCSP,27,S,,,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,COYE,51,S,,,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,COYE,60,S,,,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,CCSP,71,S,,,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,CCSP,65,S,,,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,CCSP,51,V,,,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,SEWR,38,S,,,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,SAVS,24,S,,,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,BOBO,94,V,,M,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,SAVS,36,S,,,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,CCSP,42,S,,,
JSC,OAK164,164,736,OAKF,3,70214,2,14.1,4,CCSP,21,V,,,
JSC,OAK174,174,553,OAKF,1,60814,5,8.1,0,CCSP,6,V,,,
JSC,OAK174,174,553,OAKF,1,60814,5,8.1,0,SEWR,43,S,,,
JSC,OAK174,174,553,OAKF,1,60814,5,8.1,0,SEWR,47,S,,,
JSC,OAK174,174,553,OAKF,1,60814,5,8.1,0,BOBO,39,V,,M,
JSC,OAK174,174,553,OAKF,1,60814,5,8.1,0,CCSP,49,S,,,
JSC,OAK174,174,553,OAKF,1,60814,5,8.1,0,CCSP,53,S,,,
JSC,OAK174,174,553,OAKF,1,60814,5,8.1,0,COYE,73,S,,,
JSC,OAK174,174,553,OAKF,1,60814,5,8.1,0,SORA,76,S,,,
JSC,OAK174,174,553,OAKF,1,60814,5,8.1,0,SORA,83,S,,,
JSC,OAK174,174,553,OAKF,1,60814,5,8.1,0,SAVS,63,S,,,
JSC,OAK174,174,553,OAKF,1,60814,5,8.1,0,BOBO,79,S,,,
JSC,OAK174,174,757,OAKF,2,61814,50,19.1,6.5,SAVS,12,V,,,
JSC,OAK174,174,757,OAKF,2,61814,50,19.1,6.5,SAVS,53,S,,,
JSC,OAK174,174,757,OAKF,2,61814,50,19.1,6.5,CCSP,48,S,,,
JSC,OAK174,174,757,OAKF,2,61814,50,19.1,6.5,CCSP,64,S,,,
JSC,OAK174,174,757,OAKF,2,61814,50,19.1,6.5,EAKI,49,V,,,
JSC,OAK174,174,757,OAKF,2,61814,50,19.1,6.5,SEWR,38,S,,,
JSC,OAK174,174,757,OAKF,2,61814,50,19.1,6.5,SAVS,36,S,,,
JSC,OAK174,174,757,OAKF,2,61814,50,19.1,6.5,CCSP,56,S,,,
JSC,OAK174,174,757,OAKF,2,61814,50,19.1,6.5,CCSP,47,S,,,
JSC,OAK174,174,757,OAKF,2,61814,50,19.1,6.5,BOBO,78,S,,,
JSC,OAK174,174,808,OAKF,3,70214,1,17,7.2,CCSP,46,S,,,
JSC,OAK174,174,808,OAKF,3,70214,1,17,7.2,SEWR,50,S,,,
JSC,OAK174,174,808,OAKF,3,70214,1,17,7.2,SEWR,42,S,,,
JSC,OAK174,174,808,OAKF,3,70214,1,17,7.2,SEWR,44,S,,,
JSC,OAK174,174,808,OAKF,3,70214,1,17,7.2,CCSP,54,S,,,
JSC,OAK174,174,808,OAKF,3,70214,1,17,7.2,SAVS,27,V,,,
JSC,OAK174,174,808,OAKF,3,70214,1,17,7.2,SAVS,29,S,,,
JSC,OAK174,174,808,OAKF,3,70214,1,17,7.2,SAVS,25,V,,,
JSC,OAK186,186,606,OAKF,1,60814,5,8.3,0,EAKI,41,V,,,
JSC,OAK186,186,606,OAKF,1,60814,5,8.3,0,EAKI,43,V,,,
JSC,OAK186,186,606,OAKF,1,60814,5,8.3,0,COYE,56,S,,,
JSC,OAK186,186,606,OAKF,1,60814,5,8.3,0,CCSP,59,S,,,
JSC,OAK186,186,606,OAKF,1,60814,5,8.3,0,CCSP,68,S,,,
JSC,OAK186,186,606,OAKF,1,60814,5,8.3,0,AMGO,71,S,,,
JSC,OAK186,186,606,OAKF,1,60814,5,8.3,0,SAVS,53,S,,,
JSC,OAK186,186,606,OAKF,1,60814,5,8.3,0,CCSP,60,S,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,CCSP,24,V,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,CCSP,46,S,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,CCSP,39,S,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,CCSP,24,S,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,SAVS,27,S,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,SEWR,42,S,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,SEWR,53,S,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,SOSP,27,S,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,COYE,82,S,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,COYE,56,S,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,SOSP,28,S,,,
JSC,OAK186,186,746,OAKF,2,61814,60,18.7,4.1,LCSP,26,S,,,
JSC,OAK186,186,758,OAKF,3,70214,5,16.3,6.4,SOSP,48,S,,,
JSC,OAK186,186,758,OAKF,3,70214,5,16.3,6.4,BHCO,38,S,,,
JSC,OAK186,186,758,OAKF,3,70214,5,16.3,6.4,CCSP,42,S,,,
JSC,OAK186,186,758,OAKF,3,70214,5,16.3,6.4,CCSP,30,S,,,
JSC,OAK186,186,758,OAKF,3,70214,5,16.3,6.4,COYE,51,S,,,
JSC,OAK186,186,758,OAKF,3,70214,5,16.3,6.4,SAVS,20,S,,,
JSC,OAK186,186,758,OAKF,3,70214,5,16.3,6.4,LCSP,28,S,,,
JSC,OAK186,186,758,OAKF,3,70214,5,16.3,6.4,SEWR,35,S,,,
JSC,OAK186,186,758,OAKF,3,70214,5,16.3,6.4,CCSP,26,V,,,
JSC,OAK186,186,758,OAKF,3,70214,5,16.3,6.4,CCSP,26,V,,,same as last point
JSC,OAK188,188,618,OAKF,1,60814,3,11.2,0,WISN,87,S,,,
JSC,OAK188,188,618,OAKF,1,60814,3,11.2,0,WISN,90,S,,,
JSC,OAK188,188,618,OAKF,1,60814,3,11.2,0,SORA,62,S,,,
JSC,OAK188,188,618,OAKF,1,60814,3,11.2,0,SEWR,47,S,,,
JSC,OAK188,188,618,OAKF,1,60814,3,11.2,0,COYE,53,S,,,
JSC,OAK188,188,618,OAKF,1,60814,3,11.2,0,SEWR,38,S,,,
JSC,OAK188,188,618,OAKF,1,60814,3,11.2,0,SEWR,49,S,,,
JSC,OAK188,188,618,OAKF,1,60814,3,11.2,0,COYE,48,S,,,
JSC,OAK188,188,618,OAKF,1,60814,3,11.2,0,SOSP,13,V,,,
JSC,OAK188,188,618,OAKF,1,60814,3,11.2,0,CCSP,35,V,,,
JSC,OAK188,188,735,OAKF,2,61814,30,18.6,3.8,SEWR,22,S,,,
JSC,OAK188,188,735,OAKF,2,61814,30,18.6,3.8,SAVS,39,S,,,
JSC,OAK188,188,735,OAKF,2,61814,30,18.6,3.8,SAVS,36,S,,,
JSC,OAK188,188,735,OAKF,2,61814,30,18.6,3.8,COYE,24,S,,,
JSC,OAK188,188,735,OAKF,2,61814,30,18.6,3.8,WEME,58,S,,,
JSC,OAK188,188,735,OAKF,2,61814,30,18.6,3.8,SEWR,43,S,,,
JSC,OAK188,188,735,OAKF,2,61814,30,18.6,3.8,CCSP,36,S,,,
JSC,OAK188,188,735,OAKF,2,61814,30,18.6,3.8,CCSP,32,S,,,
JSC,OAK188,188,735,OAKF,2,61814,30,18.6,3.8,SAVS,43,S,,,
JSC,OAK188,188,735,OAKF,2,61814,30,18.6,3.8,WEME,60,S,,,
JSC,OAK188,188,735,OAKF,2,61814,30,18.6,3.8,BOBO,83,S,,,
JSC,OAK188,188,750,OAKF,3,70214,4,15.6,7.5,SEWR,46,S,,,
JSC,OAK188,188,750,OAKF,3,70214,4,15.6,7.5,SEWR,54,S,,,
JSC,OAK188,188,750,OAKF,3,70214,4,15.6,7.5,LCSP,52,S,,,
JSC,OAK188,188,750,OAKF,3,70214,4,15.6,7.5,CCSP,63,S,,,
JSC,OAK188,188,750,OAKF,3,70214,4,15.6,7.5,WEME,80,S,,,
JSC,OAK196,196,737,OAKG,1,60814,5,18,3.6,COYE,7,V,,M,
JSC,OAK196,196,737,OAKG,1,60814,5,18,3.6,CCSP,7,V,,,
JSC,OAK196,196,737,OAKG,1,60814,5,18,3.6,CCSP,7,V,,,
JSC,OAK196,196,737,OAKG,1,60814,5,18,3.6,CCSP,52,V,,,
JSC,OAK196,196,737,OAKG,1,60814,5,18,3.6,WEME,68,S,,,
JSC,OAK196,196,737,OAKG,1,60814,5,18,3.6,SAVS,56,S,,,
JSC,OAK196,196,737,OAKG,1,60814,5,18,3.6,BOBO,76,S,,,
JSC,OAK196,196,634,OAKG,2,61814,30,15.3,6.4,CCSP,13,V,,,
JSC,OAK196,196,634,OAKG,2,61814,30,15.3,6.4,CCSP,23,S,,,
JSC,OAK196,196,634,OAKG,2,61814,30,15.3,6.4,WEME,36,S,,,
JSC,OAK196,196,634,OAKG,2,61814,30,15.3,6.4,SEWR,37,S,,,
JSC,OAK196,196,634,OAKG,2,61814,30,15.3,6.4,COYE,49,S,,,
JSC,OAK196,196,634,OAKG,2,61814,30,15.3,6.4,YEWA,90,S,,,
JSC,OAK196,196,634,OAKG,2,61814,30,15.3,6.4,EAKI,53,S,,,
JSC,OAK196,196,634,OAKG,2,61814,30,15.3,6.4,CCSP,48,S,,,
JSC,OAK196,196,634,OAKG,2,61814,30,15.3,6.4,BOBO,54,S,,,
JSC,OAK196,196,634,OAKG,2,61814,30,15.3,6.4,SAVS,49,S,,,
JSC,OAK196,196,634,OAKG,2,61814,30,15.3,6.4,BOBO,65,S,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,SAVS,8,V,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,SEWR,54,S,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,SEWR,53,S,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,CCSP,51,S,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,CCSP,60,S,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,COYE,71,S,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,CCSP,57,S,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,SAVS,15,V,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,BHCO,80,S,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,CCSP,10,V,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,SAVS,43,S,,,
JSC,OAK196,196,627,OAKG,3,70214,3,11,2,WEME,89,S,,,
JSC,OAK206,206,726,OAKG,1,60814,3,15,0,CCSP,27,V,,,
JSC,OAK206,206,726,OAKG,1,60814,3,15,0,SEWR,43,S,,,
JSC,OAK206,206,726,OAKG,1,60814,3,15,0,SEWR,48,S,,,
JSC,OAK206,206,726,OAKG,1,60814,3,15,0,SOSP,29,V,,,
JSC,OAK206,206,726,OAKG,1,60814,3,15,0,BOBO,89,S,,,
JSC,OAK206,206,726,OAKG,1,60814,3,15,0,BOBO,96,S,,,
JSC,OAK206,206,726,OAKG,1,60814,3,15,0,CCSP,26,V,,,
JSC,OAK206,206,726,OAKG,1,60814,3,15,0,EAKI,62,V,,,
JSC,OAK206,206,726,OAKG,1,60814,3,15,0,SEWR,53,S,,,
JSC,OAK206,206,645,OAKG,2,61814,18,15.6,4.5,BOBO,75,S,,,
JSC,OAK206,206,645,OAKG,2,61814,18,15.6,4.5,BOBO,68,S,,,
JSC,OAK206,206,645,OAKG,2,61814,18,15.6,4.5,CCSP,23,S,,,
JSC,OAK206,206,645,OAKG,2,61814,18,15.6,4.5,LCSP,8,S,,,
JSC,OAK206,206,645,OAKG,2,61814,18,15.6,4.5,CCSP,15,S,,,
JSC,OAK206,206,645,OAKG,2,61814,18,15.6,4.5,WEME,43,S,,,
JSC,OAK206,206,645,OAKG,2,61814,18,15.6,4.5,WEME,58,S,,,
JSC,OAK206,206,645,OAKG,2,61814,18,15.6,4.5,CCSP,34,S,,,
JSC,OAK206,206,645,OAKG,2,61814,18,15.6,4.5,SAVS,28,V,,,
JSC,OAK206,206,645,OAKG,2,61814,18,15.6,4.5,SEWR,53,S,,,
JSC,OAK206,206,617,OAKG,3,70214,3,11,2.5,CCSP,25,V,,,
JSC,OAK206,206,617,OAKG,3,70214,3,11,2.5,SAVS,24,V,,,
JSC,OAK206,206,617,OAKG,3,70214,3,11,2.5,CCSP,25,V,,,
JSC,OAK206,206,617,OAKG,3,70214,3,11,2.5,CCSP,14,V,,,
JSC,OAK206,206,617,OAKG,3,70214,3,11,2.5,WEME,27,V,,,
JSC,OAK206,206,617,OAKG,3,70214,3,11,2.5,SAVS,38,S,,,
JSC,OAK206,206,617,OAKG,3,70214,3,11,2.5,CCSP,56,S,,,
JSC,OAK206,206,617,OAKG,3,70214,3,11,2.5,COYE,46,S,,,
JSC,OAK206,206,617,OAKG,3,70214,3,11,2.5,SAVS,61,S,,,
JSC,OAK208,208,715,OAKG,1,60814,6,15,0,COYE,32,S,,,
JSC,OAK208,208,715,OAKG,1,60814,6,15,0,COYE,35,S,,,
JSC,OAK208,208,715,OAKG,1,60814,6,15,0,COYE,36,S,,,
JSC,OAK208,208,715,OAKG,1,60814,6,15,0,CCSP,30,S,,,
JSC,OAK208,208,715,OAKG,1,60814,6,15,0,SEWR,34,S,,,
JSC,OAK208,208,715,OAKG,1,60814,6,15,0,SAVS,45,S,,,
JSC,OAK208,208,715,OAKG,1,60814,6,15,0,CCSP,52,S,,,
JSC,OAK208,208,715,OAKG,1,60814,6,15,0,CCSP,56,V,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,BHCO,23,V,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,WEME,68,S,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,WEME,75,S,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,SAVS,33,S,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,SAVS,38,S,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,CCSP,28,S,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,COYE,34,S,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,SAVS,29,S,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,CCSP,34,V,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,CCSP,35,V,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,BOBO,54,V,,M,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,BOBO,71,S,,,
JSC,OAK208,208,658,OAKG,2,61814,20,17.6,1.8,BOBO,35,V,,M,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,LCSP,22,S,,,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,COYE,38,S,,,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,CCSP,48,S,,,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,CCSP,42,S,,,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,SAVS,50,S,,,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,SAVS,41,S,,,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,SEWR,53,S,,,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,CCSP,54,S,,,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,LCSP,14,S,,,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,WEME,89,S,,,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,WEME,76,S,,,
JSC,OAK208,208,607,OAKG,3,70214,2,11,0,SAVS,57,S,,,
JSC,OAK218,218,652,OAKG,1,60814,5,14.8,0,SEWR,43,S,,,
JSC,OAK218,218,652,OAKG,1,60814,5,14.8,0,SEWR,58,S,,,
JSC,OAK218,218,652,OAKG,1,60814,5,14.8,0,SEWR,61,S,,,
JSC,OAK218,218,652,OAKG,1,60814,5,14.8,0,BOBO,65,S,,,
JSC,OAK218,218,652,OAKG,1,60814,5,14.8,0,CCSP,43,S,,,
JSC,OAK218,218,652,OAKG,1,60814,5,14.8,0,WIPH,71,S,,,
JSC,OAK218,218,652,OAKG,1,60814,5,14.8,0,CCSP,57,S,,,
JSC,OAK218,218,652,OAKG,1,60814,5,14.8,0,BOBO,95,V,,M,
JSC,OAK218,218,652,OAKG,1,60814,5,14.8,0,CCSP,38,S,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,COYE,43,S,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,CCSP,51,S,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,WEME,53,S,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,CCSP,56,S,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,SAVS,23,V,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,SAVS,18,V,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,LCSP,26,S,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,COYE,59,S,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,SEWR,45,S,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,SEWR,27,S,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,CCSP,89,V,,,
JSC,OAK218,218,722,OAKG,2,61814,20,18.2,6.3,BOBO,59,S,,,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,EAKI,9,V,,,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,WEME,31,S,,,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,SAVS,26,V,,,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,SAVS,40,S,,,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,SAVS,38,S,,,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,BOBO,53,S,,,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,CCSP,48,S,,,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,CCSP,46,S,,,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,SAVS,52,S,,,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,COYE,67,S,,,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,BOBO,75,V,,M,
JSC,OAK218,218,546,OAKG,3,70214,4,10.5,0,SEWR,64,S,,,
JSC,OAK222,222,704,OAKG,1,60814,3,15,0,COYE,43,S,,,
JSC,OAK222,222,704,OAKG,1,60814,3,15,0,WEME,38,S,,,
JSC,OAK222,222,704,OAKG,1,60814,3,15,0,WEME,52,S,,,
JSC,OAK222,222,704,OAKG,1,60814,3,15,0,SEWR,42,S,,,
JSC,OAK222,222,704,OAKG,1,60814,3,15,0,CCSP,39,S,,,
JSC,OAK222,222,704,OAKG,1,60814,3,15,0,SAVS,30,V,,,
JSC,OAK222,222,704,OAKG,1,60814,3,15,0,SAVS,32,V,,,
JSC,OAK222,222,704,OAKG,1,60814,3,15,0,CCSP,59,S,,,
JSC,OAK222,222,709,OAKG,2,61814,36,17.5,2.1,WEME,57,V,,,
JSC,OAK222,222,709,OAKG,2,61814,36,17.5,2.1,SORA,78,S,,,
JSC,OAK222,222,709,OAKG,2,61814,36,17.5,2.1,BOBO,81,S,,,
JSC,OAK222,222,709,OAKG,2,61814,36,17.5,2.1,WEME,82,S,,,
JSC,OAK222,222,709,OAKG,2,61814,36,17.5,2.1,SAVS,48,S,,,
JSC,OAK222,222,709,OAKG,2,61814,36,17.5,2.1,SAVS,35,S,,,
JSC,OAK222,222,709,OAKG,2,61814,36,17.5,2.1,SAVS,39,S,,,
JSC,OAK222,222,709,OAKG,2,61814,36,17.5,2.1,SAVS,17,V,,,
JSC,OAK222,222,709,OAKG,2,61814,36,17.5,2.1,COYE,27,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,WEME,27,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,SAVS,52,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,SAVS,43,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,CCSP,50,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,BOBO,71,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,WEME,68,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,CCSP,53,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,GRSP,46,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,SAVS,48,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,COYE,53,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,SEWR,57,S,,,
JSC,OAK222,222,557,OAKG,3,70214,2,11,0,WEME,80,S,,,
JSC,OAK27,27,608,OAKA,1,60714,65,14,0,SAVS,43,V,,,
JSC,OAK27,27,608,OAKA,1,60714,65,14,0,LCSP,26,S,,,
JSC,OAK27,27,608,OAKA,1,60714,65,14,0,BOBO,71,S,,,
JSC,OAK27,27,608,OAKA,1,60714,65,14,0,BOBO,68,S,,,
JSC,OAK27,27,608,OAKA,1,60714,65,14,0,COYE,69,S,,,
JSC,OAK27,27,608,OAKA,1,60714,65,14,0,SAVS,27,V,,,
JSC,OAK27,27,608,OAKA,1,60714,65,14,0,SAVS,31,S,,,
JSC,OAK27,27,608,OAKA,1,60714,65,14,0,SAVS,34,S,,,
JSC,OAK27,27,608,OAKA,1,60714,65,14,0,SAVS,42,S,,,
JSC,OAK27,27,608,OAKA,1,60714,65,14,0,BOBO,58,V,,M,
JSC,OAK27,27,608,OAKA,1,60714,65,14,0,BOBO,59,V,,M,
JSC,OAK27,27,832,OAKA,2,61714,5,19.3,6.3,SAVS,26,S,,,
JSC,OAK27,27,832,OAKA,2,61714,5,19.3,6.3,SAVS,29,S,,,
JSC,OAK27,27,832,OAKA,2,61714,5,19.3,6.3,BOBO,53,V,,M,
JSC,OAK27,27,832,OAKA,2,61714,5,19.3,6.3,SAVS,36,S,,,
JSC,OAK27,27,832,OAKA,2,61714,5,19.3,6.3,SAVS,17,S,,,
JSC,OAK27,27,849,OAKA,3,62914,40,24.4,12.3,SAVS,38,S,,,
JSC,OAK27,27,849,OAKA,3,62914,40,24.4,12.3,SAVS,42,S,,,
JSC,OAK27,27,849,OAKA,3,62914,40,24.4,12.3,WEME,53,S,,,
JSC,OAK27,27,849,OAKA,3,62914,40,24.4,12.3,SAVS,55,V,,,
JSC,OAK27,27,849,OAKA,3,62914,40,24.4,12.3,SAVS,24,V,,,
JSC,OAK27,27,849,OAKA,3,62914,40,24.4,12.3,SAVS,32,S,,,
JSC,OAK37,37,635,OAKB,1,60714,60,15.5,0,CCSP,3,V,,,
JSC,OAK37,37,635,OAKB,1,60714,60,15.5,0,COYE,23,S,,,
JSC,OAK37,37,635,OAKB,1,60714,60,15.5,0,CCSP,18,S,,,
JSC,OAK37,37,635,OAKB,1,60714,60,15.5,0,BOBO,38,S,,,
JSC,OAK37,37,635,OAKB,1,60714,60,15.5,0,SEWR,28,S,,,
JSC,OAK37,37,635,OAKB,1,60714,60,15.5,0,SEWR,31,S,,,
JSC,OAK37,37,635,OAKB,1,60714,60,15.5,0,COGR,39,S,,,
JSC,OAK37,37,635,OAKB,1,60714,60,15.5,0,CCSP,42,S,,,
JSC,OAK37,37,820,OAKB,2,61714,5,18.9,8.7,CCSP,34,S,,,
JSC,OAK37,37,820,OAKB,2,61714,5,18.9,8.7,SAVS,23,S,,,
